county,confirmed,deaths,state,percent_fair_or_poor_health,percent_smokers,percent_adults_with_obesity,percent_with_access_to_exercise_opportunities,percent_excessive_drinking,percent_uninsured,percent_some_college,percent_unemployed,percent_children_in_poverty,percent_single_parent_households,percent_severe_housing_problems,overcrowding,percent_adults_with_diabetes,percent_food_insecure,percent_insufficient_sleep,percent_uninsured_2,median_household_income,average_traffic_volume_per_meter_of_major_roadways,percent_homeowners,population_2,percent_less_than_18_years_of_age,percent_65_and_over,percent_black,percent_asian,percent_hispanic,percent_female,percent_rural
Plymouth,898,8,Massachusetts,12.604951904,14.512457326,28.2,86.663676278,21.518542288,2.812291393,69.56844653,3.4990068015,7.3,28.857140295,15.80521262,1.2043895748,10.9,8.1,36.880124844,3.4065269551,89678,70.694952914,75.940656769,518132,21.357491913,18.115846927,10.639180749,1.5461311017,4.0719353369,51.388449275,10.307747328
Poinsett,5,0,Arkansas,23.623821198,21.81181141,41.7,33.836391002,14.258441269,9.5064828576,45.155709343,3.8465283864,35.2,51.36,13.305174234,4.2238648363,20.9,17.6,34.909553391,11.84929537,37370,50.678286802,63.473561513,23974,24.026028197,17.919412697,8.2130641528,0.296154167,3.2076416117,51.422374239,71.13859171
Pointe Coupee,16,0,Louisiana,19.919372827,19.593602467,31.2,33.830365757,18.204224076,9.8673859294,41.788321168,5.3605360536,27.7,50.910613356,13.352272727,4.7727272727,11.2,15.2,35.27232084,12.346732888,46603,21.082803358,76.062939404,21940,21.845943482,20.583409298,35.32816773,0.3281677302,2.8805834093,51.946216955,57.810718358
Polk,5,0,Arkansas,23.878847287,20.483963328,33.6,60.487852096,12.921565868,12.98405467,52.011888432,4.1609396476,29.7,32.174840085,16.782334385,5.047318612,13.1,17,34.073491016,16.23853211,39048,47.302929272,75.780107265,20049,22.779190982,22.998653299,0.5187291137,1.0324704474,6.5838695197,51.284353334,73.385925854
Polk,142,4,Florida,20.695156953,19.135508961,37.1,78.919771797,16.584537621,15.757248537,51.691836074,4.0688313992,24,40.245316862,16.946113153,3.559580382,14.9,14.2,34.67548841,19.395048316,51354,197.18580363,68.52676641,708009,22.102402653,20.217539608,14.631876148,1.9402295734,23.619615005,50.999351703,13.51049253
Polk,18,0,Georgia,19.573404058,17.857887857,37.8,79.758890898,15.79385419,19.108408159,43.081582434,4.1896123529,31.2,42.605335093,17.417619368,3.261600538,16,12.8,36.301377798,24.071566334,43679,94.237071859,65.018986077,42470,25.377913822,15.481516364,12.295738168,0.7393454203,13.656698846,50.57216859,51.421338156
Polk,109,1,Iowa,13.380160112,14.989667142,31.9,93.493637377,20.864766228,5.5104902531,72.504363065,2.5367307721,11.7,32.604102138,14.415751737,2.6299574277,8.3,11.2,30.115572745,6.691828583,68479,4149.9479547,67.172236644,487204,24.900247124,13.060442854,6.8745330498,5.0775445193,8.5268183348,50.689033752,4.9087404793
Polk,6,0,North Carolina,14.56292343,13.802679907,33.3,67.313505607,14.859975796,14.28370193,62.992125984,3.7462370387,20.4,23.130841121,15.704387991,2.6558891455,15.2,11.2,30.216035362,16.438607769,50467,36.499284409,73.372388637,20611,16.04483043,31.090194556,4.1676774538,0.659841832,6.0550191645,52.020765611,92.272062409
Polk,20,1,Oregon,14.884180474,14.344151249,34.4,76.559288092,19.102647213,8.7410616266,67.796157951,4.3733467691,13.5,24.638926174,17.597911227,2.1235857267,11.7,12.2,31.524243394,10.572723527,62389,175.17913804,65.387983295,85234,22.789027853,17.921252083,0.996081376,2.0836755285,14.337001666,51.125137856,19.926262881
Polk,7,0,Texas,19.969311499,16.389050824,43.7,39.878448902,17.95622793,22.487398702,40.899777283,5.0296188667,24.7,43.741036673,15.486228218,3.7099494098,16,18.9,32.341666777,25.979468645,46017,56.657835756,76.397236421,50031,20.163498631,18.832323959,9.8139153725,0.8494733265,15.498390998,46.159381184,77.638561645
Pontotoc,12,1,Mississippi,20.009609303,18.313425758,35,29.088359983,15.252318658,17.619207397,57.620149062,3.875754004,26.2,41.23836014,14.351851852,3.4259259259,16.1,13.6,31.621221281,22.393116429,44297,33.648087475,71.700037078,31833,26.560487544,14.96246034,14.689159049,0.395815663,6.9896019854,51.082210285,83.953666923
Pontotoc,7,0,Oklahoma,20.438180719000002,19.27143755,32.8,53.19001387,14.10751404,17.674342642,59.971246663,3.0767581475,20.2,34.450982569,12.957264957,2.9743589744,15.9,15.8,33.223829979,20.671582951,48450,37.537764321,64.950536436,38247,24.20320548,16.513713494,2.3426673988,0.9490940466,5.4121891913,51.447172327,53.590099221
Pope,8,0,Arkansas,22.076261622,19.385628677,34.4,68.084658484,16.004289793,10.510778253,53.044389158,4.469273743,20.4,29.730294794,14.179755672,2.8359511344,11.1,16,35.588777258,12.969396195,45788,102.81845487,68.397560544,64000,22.6703125,15.7515625,3.1703125,1.259375,9.3671875,50.4359375,54.49363604
Portage,74,3,Ohio,15.811889488,18.890229241,28.3,83.788153811,19.874788455,6.8434890195,67.123518982,4.5802850109,14.3,29.264465512,14.954940326,0.7875294309,11.8,13.7,34.951147785,7.7550525954,63689,74.630286466,69.711096414,162927,18.73906719,16.445401928,4.4909683478,2.1629318652,1.9260159458,50.948584335,32.8133615
Porter,51,0,Indiana,16.148712495,18.784419018,33.5,80.186561034,19.311836022,7.4772249977,69.119104943,3.8446467673,11.3,27.774050718,12.758289284,1.8180362005,10.6,10.4,36.812795335,8.7548961192,69298,128.36949169,75.456861917,169594,22.066818402,16.393858273,3.8987228322,1.4699812493,10.263334788,50.511220916,20.752937454
Portsmouth City,26,0,Virginia,18.504931704,18.98329946,39,97.52865442,15.539008448,11.101945064,63.312897281,4.0639528291,29.1,55.155325104,21.199782845,2.1308360478,12.3,18.6,44.319274666,14.013077455,47343,545.31060676,54.317128678,94632,23.302899653,14.92941077,53.325513568,1.5311945219,4.6580437907,51.969735396,0
Posey,5,0,Indiana,15.955954225,18.701133326,31.3,30.046314164,17.587811602,6.4123957092,68.984229269,2.825722817,11.4,20.707964602,10.184722916,1.347978033,13.1,10,31.622303152,7.2158905894,68162,9.9192073725,81.071253071,25540,22.0321065,18.790133125,0.9631949883,0.6068911511,1.2920908379,50.058731402,66.761868005
Pottawatomie,11,0,Oklahoma,18.993652516,20.844648411,35.9,68.984188243,14.443727213,16.704639602,55.902623388,3.6874693477,25.1,32.061467092,13.627602159,2.6599845798,13.5,15.6,35.198252527,20.88716938,48499,36.553582898,68.903588048,72679,23.632686195,16.310075813,2.9279434224,0.6824529782,5.2023280452,52.100331595,50.671063621
Pottawattamie,8,0,Iowa,15.467071451,17.173376509,41.1,85.59866034,21.573466301,5.5890939354,65.847116674,2.3302959371,15.1,33.929061157,13.017993457,1.6494002181,11.8,10.5,29.609223021,6.7396643093,56337,2250.9756733,68.205851251,93533,23.553184438,17.464424321,1.6283023104,0.935498701,7.8464285332,50.787422621,26.419631164
Potter,24,0,Texas,24.194614687,17.585883715,36.8,70.904330445,17.342794177,23.537066365,45.687228803000004,2.9167263867,27.7,37.085010441,19.916579771,5.9321052022,10.6,16.6,33.77173584,29.194761605,41912,359.56899962,55.331785909,119648,27.45386467,12.471583311,10.000167157,6.0443968976,38.680128377,48.50812383,8.9962254177
Poweshiek,6,1,Iowa,12.816370993,14.864329215,31.3,74.151422227,20.695801717,5.5134807634,69.095890411,2.3191183517,12.3,24.184100418,9.4365241005,0.339443313,8.8,11.2,25.453281055,6.4019954271,56170,544.32645906,69.300872282,18699,19.482325258,20.787207872,1.5455371945,2.0535857532,3.4279908016,51.542863255,51.993232526
Prentiss,9,0,Mississippi,24.202854041,21.142935827,32.3,57.109510999,13.385756898,15.521410579,53.345300261,4.3276523601,28.1,31.687756193,11.494252874,2.1943573668,19,16.3,33.913696465,19.693684873,41281,32.813716073,72.677944462,25315,22.160774245,18.182895516,14.390677464,0.3199683982,1.5129369939,50.950029627,76.064250673
Preston,5,0,West Virginia,20.016177864,21.269048344,35.1,33.854415274,12.980209359,8.3339972911,43.709278814,5.2278208722,23.1,27.943925234,8.7620578778,0.8440514469,14.7,11.9,38.803319283,9.982477566,47101,17.656280396,83.202778002,33839,19.134726203,20.030142735,1.1968438784,0.209817075,1.7169538107,48.677561394,90.450477327
Prince George,16,0,Virginia,17.442791949,17.962580496,31.9,40.769769069,18.844364663,8.9991500212,62.524773804,3.6175192243,11.3,25.206866741,12.957998213,1.3315460232,11.9,12.3,37.704868183,10.691421255,68133,138.86256426,66.99956198,38082,21.590252613,14.040754162,31.23260333,2.2031405914,8.4606900898,45.948217005,53.402379286
Prince George's,653,13,Maryland,14.756274902,11.97912293,37.3,98.311945519,14.154054065,10.785763555,61.738283153,4.0785213997,12,41.641338891,19.438557595,3.8505428581,12.7,13.3,41.795468184,12.724385864,82445,696.65319619,62.024484457,909308,22.247797226,13.262832836,61.872764784,4.5091432166,19.057789,51.859435967,1.9667137662
Prince William,159,1,Virginia,15.279547759,13.432226007,30.3,96.905239277,18.363622121,11.672109105,69.040709663,2.7233489619,8.7,21.340493715,15.517740768,3.3852280956,9.1,5.8,37.961083891,13.908638159,106200,252.01246191,73.189153788,468011,27.180985062,9.8969896007,20.65122401,9.2858928529,24.168876373,50.002029867,4.1661484271
Providence,418,3,Rhode Island,17.306257964,14.460953443,29.1,96.311757281,18.708577371,6.5703769927,61.479318396,4.4006671028,22.7,42.146972962,19.961256633,2.1856312642,10,12.6,37.946769025,7.9555976214,56141,759.63635264,53.488459972,636084,20.543827545,15.283673226,8.6615918652,4.5061658523,23.424421932,51.304544683,5.508826857
Pueblo,31,2,Colorado,22.515117101,16.428117379,29.4,64.502744196,15.856962597,8.4312338892,63.050376835,4.9083148909,22.9,40.347427956,18.012718601,2.0826709062,9.5,10.6,33.135582642,10.036565376,48308,170.63560275,64.311031649,167529,22.457604355,18.497096025,1.8480382501,1.0833945168,43.090450012,50.721367644,14.153511502
Pulaski,137,2,Arkansas,19.188777642,18.180889407,33.2,83.641455997,15.280619845,7.6573374299,68.545297923,3.4871307013,25.9,46.145176821,16.334276891,1.7563046835,11.9,19.3,35.161907738,9.344595362,49957,301.09458541,58.445535163,392680,23.176377712,15.553376795,37.205612713,2.3298869308,6.2445248039,52.192370378,12.276746057
Pulaski,7,0,Georgia,20.88762413,18.316139428,41.9,71.773522065,13.288528391,15.705086082,44.736842105,4.2573778423,36.6,54.916711445,18.929503916,2.5848563969,21.6,17.5,37.64453334,18.887105404,40582,49.791169124,62.902803249,11069,18.294335532,22.612702141,31.24040112,1.1112114916,3.478182311,56.870539344,66.70274771
Pulaski,12,1,Kentucky,23.548771965,24.382525006,36.7,72.915972916,15.089309565,6.8694608924,54.463004045,5.0726891083,26.4,35.076813148,16.976334833,1.5646391551,13.7,16.3,40.504155794,8.0282100909,41541,60.669098194,69.009858551,64623,22.241307274,18.770406821,1.0847531065,0.8232363091,2.5780294941,51.153614038,53.947639662
Pulaski,10,0,Missouri,19.191210188,20.24168858,32.4,72.904311895,21.404210308,11.421712457,74.828042328,3.5955977852,16.6,26.787152188,15.45751634,2.4509803922,7.7,14.9,34.688770055,14.346870738,52532,50.293563519,48.682284041,52014,21.861421925,8.9860422194,11.141231207,3.1203137617,11.302726189,43.501749529,44.031449669
Putnam,18,1,Florida,24.952601208,23.620471789,38.7,51.040826206,15.884979987,17.168019716,40.788279528,4.8086504041,33.3,46.389738915,19.227247757,2.105841421,17.3,18.7,36.887938995,21.320608589,39578,81.31051632,73.029295217,74163,21.405552634,23.19755134,15.844828284,0.6661003465,10.218033251,50.515755835,56.162928299
Putnam,14,1,Indiana,16.407523397,19.0136371,30.5,59.210283697,17.954523211,8.2356879813,49.434479607,3.773249615,14.8,30.018494807,10.99537037,2.0833333333,12,11.7,31.27771403,9.2236467236,54718,75.529560361,71.791055882,37779,19.587601578,16.577993065,3.7004685143,1.0429074353,2.0884618439,47.484051987,64.802570924
Putnam,283,7,New York,11.980604521,12.631481982,23.2,88.217831712,21.921120614,4.9106435855,69.237391817,3.6918860722,6.6,16.39531989,18.460410557,1.8768328446,6.3,4.6,29.773408976,5.7207758732,100887,309.75187877,82.411685367,98892,19.80948914,17.361363912,2.7767665736,2.2610524613,15.8202888,50.040448166,20.549593822
Putnam,52,0,Tennessee,20.52281006,23.697794155,28.3,47.398404336,14.918961771,12.394934439,57.93376174,3.5508301777,18.7,35.868811101,17.441860465,1.7940199336,11.4,14.4,33.213002164,15.247951703,45512,95.070616573,60.68466731,78843,20.870590921,16.658422434,2.1574521517,1.5346955342,6.5281635656,50.246692795,34.976009734
Putnam,5,0,West Virginia,18.993733661,20.030867401,34.5,66.593374905,13.20854584,5.6757624398,64.676370831,4.9352936672,12.9,23.396285313,8.8613406795,0.6611570248,12.9,9.8,34.176545546,7.0262785765,61995,43.977028626,82.270943919,56682,22.262799478,18.326805688,1.0973501288,0.8627077379,1.2049680675,50.829187396,35.783801319
Queen Anne's,13,0,Maryland,11.145342604,11.981789447,29.2,82.164525712,18.254497487,5.4117295629,66.235116235,3.3492822967,8.6,22.793296089,12.229406803,1.4337925218,10.4,6.2,30.995142105,5.9481443823,93751,128.233328,81.794137095,50251,21.531909813,18.82947603,6.194901594,1.1860460488,4.1233010288,50.359196832,54.487635466
Quitman,5,0,Mississippi,36.07843517,26.004653267,42,17.378085857,9.8131032638,16.00205374,50.058072009,7.5657894737,55,66.349916154,16.091954023,3.2840722496,15.2,29,39.813360827,20.857007576,27767,22.44739482,58.003273322,7051,22.791093462,17.359239824,70.855197844,0.2552829386,1.7160686427,53.524322791,56.998662289
Racine,41,0,Wisconsin,15.330076976,15.414274165,36.2,93.345717678,25.668949416,6.1712477655,63.832525417,3.6155468515,17.6,39.761558464,13.78669146,1.3414796122,8.3,10,36.324864084,7.2542975799,60349,178.12730021,67.84405111,196584,23.06952753,16.512025394,11.273043584,1.3500590079,13.366296342,50.497497253,12.277900598
Ramsey,79,2,Minnesota,12.777938964,13.649298548,26.2,99.82777603,21.108321131,5.7838970972,73.003556835,2.6806179756,20.9,35.210750887,17.971783432,4.2276618835,7.8,11.9,28.113670093,6.7951217601,62937,699.45002788,59.29525659,550210,23.306010432,14.417767761,12.127006052,15.282710238,7.6001890187,51.187546573,0.1871657754
Randall,24,0,Texas,14.742233655,13.271109503,27.2,92.009939946,20.679302601,13.20793149,73.683046207,2.6241681261,11.4,25.217914989,11.688311688,2.3213007465,8.8,13.4,31.824576567,15.612888801,69600,155.21144974,70.262467725,136271,23.850268949,15.069970867,3.116583866,1.8492562614,22.266659818,50.815654101,14.375647132
Randolph,11,1,Alabama,21.389294498,18.998357528,37.4,40.666870336,14.006823481,13.227662455,49.543831813,4.0155168798,31.4,38.832176399,15.132336018,3.912543153,16.5,15.3,36.353858508,16.790123457,40546,35.992721849,73.412009719,22725,21.447744774,20.352035204,19.361936194,0.3916391639,2.9086908691,51.348734873,81.342469341
Randolph,16,0,Georgia,28.312464499,21.368224221,36.1,0,10.530691786,15.886354542,46.838885112,5.8658095621,44.3,80,21.276595745,3.3687943262,12.3,24.9,40.848398048,19.716002185,28298,30.586069125,57.415902141,6833,20.298551149,23.884091907,61.056636909,0.5268549685,2.3415776379,53.797746232,50.628319731
Randolph,20,0,Illinois,16.019171044,17.198193684,27.2,68.688015295,20.132633297,5.4939673211,47.966452206,4.4359949303,17.8,34.797947402,8.7778244435,0.9155816884,13.6,11.1,31.373725636,6.6923594543,53607,85.134696065,75.692748252,32106,19.320376254,18.60088457,10.278452626,0.5076932661,3.1209119791,45.00716377,42.642490142
Randolph,5,1,Indiana,19.302443831,21.362723858,36,49.444041114,15.179828255,9.6108790873,54.605146406,3.9090752540000002,20.9,37.946741416,10.252742012,0.5722460658,13.7,13,35.538770784,11.029829545,46441,74.963388871,76.911329579,24851,22.767695465,20.300993924,0.6961490483,0.3742304133,3.5330570198,50.899360187,61.866187765
Randolph,7,0,Missouri,20.11430221,21.593219422,40.4,53.057369954,19.069974935,11.618481491,55.781273866,3.8412791265,26.1,31.974288338,12.27863046,1.1097992916,15.3,14.2,32.696242005,14.131088394,44975,24.093053997,73.655205463,24763,21.721923838,16.787142107,5.4637967936,0.7955417357,2.1604813633,47.829422929,45.175887306
Randolph,26,1,North Carolina,18.338246263,18.01229409,32.2,61.306366048,15.636128263,15.014541206,54.224188791,3.7338784836,20.6,33.353742538,12.216452583,2.4961282682,11.4,12.4,32.178136955,18.418890688,48372,92.293208594,71.84025981,143351,22.506295736,17.746649832,6.1820287267,1.4844681935,11.701348438,50.678404755,56.242592697
Rankin,66,1,Mississippi,16.966892395,15.596527157,35.4,70.142708856,15.603531537,10.685509453,67.614401858,3.4077926171,12,25.542927872,10.151724138,2.2344827586,12.6,11.7,32.915935273,13.102104529,66296,128.64663066,76.235272956,153902,23.177736482,15.294797988,21.058855635,1.3586568076,2.8381697444,51.870021182,33.9069462
Rapides,97,4,Louisiana,21.542318188,22.437956737,39.7,79.986019618,17.226810564,9.6393942493,52.096226186,5.3092382555,25.2,44.588717885,15.60585609,1.9104973523,14.5,16.6,37.109997134,12.467903751,48116,159.608428,60.979166667,130562,24.700908381,16.371532299,31.742773548,1.4085262174,3.1946508172,51.618388199,39.527250348
Reno,9,0,Kansas,13.969482667,15.949059779,36,64.238656973,15.552507866,10.669377148,62.727940685,3.5933948389,15.4,29.331466573,13.304035158,2.7566919696,11.6,13.2,32.332470856,12.960673496,49341,22.132198114,68.685134919,62342,22.40704501,19.76195823,3.0364762119,0.5469827724,9.6788681788,49.786660678,31.298538234
Rensselaer,67,0,New York,15.017202048,14.564381621,30.3,66.269624723,19.855218703,4.5349998838,71.416224225,3.8914427592,15.5,35.907027304,14.365510188,1.2508850602,8.8,11.1,36.20980856,5.3787685558,71084,1307.9807034,63.051593018,159442,19.562599566,16.953500332,6.9392004616,2.7928651171,5.2319965881,50.600845449,30.512014753
Richland,9,0,Louisiana,25.166744988,23.226918608,35.6,43.599517491,16.727568126,9.7784140421,39.332394933,6.2394806444,36.9,56.465517241,9.4327176781,2.6385224274,18.8,19.5,38.118981282,12.733056464,35103,39.713438849,64.5650115,20192,23.306259905,17.551505547,35.37044374,0.3268621236,2.273177496,51.208399366,66.045838359
Richland,14,0,Ohio,19.732618786,21.207584419,32.4,67.305081342,17.301157327,8.2895472944,53.965641395,4.8973323474,20.7,31.330455412,12.11014916,1.1160947116,12.3,15,37.648355289,9.1585967477,49668,51.883833263,67.952831368,121099,21.604637528,19.459285378,9.3642391762,0.8298995037,1.9793722492,49.205195749,32.054629444
Richland,242,6,South Carolina,17.430244553,15.911091538,32.7,75.966179806,19.244060647,10.990800638,71.79802288,3.4377728593,20.2,44.871484695,16.877078667,1.5950587117,11.2,16.2,36.489399196,13.546942235,52611,115.88267471,58.84544505,414576,21.378468604,12.733491567,47.30206283,2.9475898267,5.1925340589,51.680994558,9.070386784
Richmond,51,1,Georgia,20.985110484,19.904427644,35.6,73.084881999,14.365773174,14.237672304,58.4275079,5.1485697135,34.1,53.194974246,20.677521733,2.0836208086,12,21.4,42.161656918,17.627158882,40168,395.84031361,53.269590522,201554,22.853925003,14.061740278,56.004842375,1.8129136609,5.0185062068,51.564345039,9.2162015268
Richmond City,96,0,Virginia,19.530587234,19.533257502,30.9,91.378651806,21.890146797,14.03727311,68.900357718,3.5255289573,34.5,63.444438799,23.549910072,1.7873201439,11.5,20.3,38.62222328,16.39797203,48747,820.71289266,42.245620284,228783,17.511790649,13.188042818,46.790189831,2.3585668516,7.0700183143,52.594379827,0
Riley,11,0,Kansas,14.033204623,14.609242238,25.3,90.075230261,22.180752343,8.9649692531,81.650071124,2.8846425245,12.7,26.732834364,21.303446977,4.8785081936,4.7,17.5,27.985447021,10.275513994,47057,79.353295952,42.442209547,73703,16.662822409,9.5097892894,6.2724719482,5.0567819492,8.5098299934,47.5258809,13.845180342
Rio Arriba,5,0,New Mexico,26.144443516,17.932582658,28.3,76.387715549,13.750733947,11.518058511,53.644608666,5.2069586083,28.7,54.8810677,14.162607718,2.6976395654,8.9,13.2,32.442376789,14.011911692,41511,98.088870045,77.012421358,39006,23.383582013,19.376506179,0.4153207199,0.7665487361,71.237758294,51.097267087,49.763951697
Rio Grande,5,0,Colorado,17.289462827,14.193381545,27.5,78.350859623,16.080870404,13.609734114,59.294214198,4.8378522063,23.4,25.744440256,17.139737991,4.7816593886,7.9,9.5,25.945847199,16.016909347,44171,115.86669332,66.207815275,11250,22.666666667,20.231111111,0.6222222222,0.6311111111,43.982222222,50.008888889,62.535469871
Ripley,51,2,Indiana,17.845076853,18.482406463,31.6,52.016101048,18.160311739,9.2240934869,61.543257989,3.6008522727,15,27.52825699,11.839708561,2.7322404372,13.3,11,34.51682649,10.387493964,57436,74.484238757,77.133900582,28523,23.682642078,17.827717982,0.4557725344,0.9781579778,1.8616555061,50.468043333,83.243111944
Riverside,638,15,California,17.059475739,12.499944322,27.1,88.920466871,20.439441155,8.9320239584,54.994277078,4.3765350783,17.1,29.909964025,25.805743112,7.2706404143,9.4,9.4,37.12447781,11.289777301,66793,407.06103317,65.762046025,2450758,25.140221923,14.408684986,6.1750691011,7.0873990822,49.553852318,50.163378024,4.6223102326
Roane,5,0,Tennessee,19.959045106,19.955390414,34.1,65.161218877,13.074840517,10.77911883,53.277370959,4.1117781713,22,26.318956871,12.70320483,1.5559684162,15.6,12,34.824427475,13.055438687,54440,78.094213166,76.663645471,53140,18.782461423,22.785095973,2.5912683478,0.6473466315,1.9627399323,51.211893113,50.992045182
Roanoke,5,0,Virginia,14.166914942,14.994519825,29.6,82.162033429,18.151945814,8.2436634835,73.91043951,2.7215202834,8.4,26.625337784,11.064718163,1.0307933194,11.5,8,33.762422665,9.6774791474,68734,135.61635221,74.076102548,94073,19.82290349,21.420598897,6.0091630967,3.5313001605,3.1454296132,51.809764757,18.540530008
Roanoke City,10,0,Virginia,19.689716831,19.57036459,34.9,92.131461786,16.94462111,12.673621678,57.670697013,3.2291794809,32.3,52.747560577,18.993888105,1.7160319699,11.6,16.4,38.40323253,15.539401949,42715,411.12900063,51.818635964,99920,22.555044035,16.533226581,28.853082466,3.4407526021,6.542233787,52.070656525,0.0061835271
Robertson,51,0,Tennessee,17.879673288,19.806466902,34.1,58.342259705,15.603815671,10.085553081,54.045998988,3.137254902,15.4,31.704157343,12.373635261,2.0420541852,10.6,10,34.831294627,12.530597972,66006,93.011751832,74.96848905,71012,23.864980567,14.814397567,7.3325635104,0.6731256689,7.283276066,50.597082183,53.239895599
Robeson,5,0,North Carolina,30.037626404,24.057594215,39,44.835579274,12.985567397,18.59677061,46.90005749,5.8707429561,35.6,49.72323076,16.944353697,3.5718174888,16.5,19.8,39.303123746,24.128668677,35407,64.505773276,64.99380017,131831,24.82648239,15.2202441,23.230499655,0.6652456554,9.0069862172,51.770827802,62.6132908
Rock,20,1,Wisconsin,14.810341003,17.345920316,36.3,89.478641061,23.238170541,7.1796986281,61.773196921,3.2389896601,15,38.650175925,14.153894276,1.8220206444,11.6,10.4,34.456549539,8.5412866855,57675,180.83325492,67.955313149,163129,23.111157428,16.564804541,4.9157415297,1.4007319361,8.9138044125,50.71814331,20.416513338
Rock Island,29,0,Illinois,17.009410403,16.597852904,33.7,90.693071991,20.277256419,6.7429185267,64.38651176,5.2291675366,21.9,41.860753221,13.660565724,2.2296173045,14.1,11.2,32.810769674,8.3059401464,52642,204.83303349,68.650280293,143477,22.277438196,19.286714944,10.449061522,2.7495696174,13.103842428,50.737748907,10.919984276
Rockdale,70,2,Georgia,20.673301913,18.328330785,42.2,78.925071877,13.763996435,15.545867488,57.598613323,4.3944289694,22.9,48.654808724,18.303273213,2.4048096192,14.6,16.2,38.272738265,18.913186572,59673,178.3585058,68.10065201,90594,24.692584498,14.414861911,55.408746716,1.8621542265,10.403558735,52.981433649,14.932816992
Rockingham,190,1,New Hampshire,9.2801835442,12.458440616,26.6,88.437215258,19.796734858,5.5747480006,76.228088701,2.7511206771,6.7,22.928546636,13.263672369,1.0154209151,8.9,7.1,29.39781371,6.683064712,93645,140.22568218,77.05310994,309176,19.40480503,17.963231299,0.7781975315,2.2301213548,3.1771547597,50.41044583,24.898127856
Rockingham,5,1,North Carolina,17.972562268,17.673989504,36.3,65.399442564,15.893852321,12.958618488,53.691766774,4.5161608929,26,41.346153846,14.011465138,2.0530595921,14.3,15.7,35.203538506,15.666740873,41869,43.085134428,69.070723905,90690,20.274561694,20.456500165,18.562134745,0.6715183592,6.242143566,51.816076745,61.944833036
Rockingham,15,0,Virginia,14.664385123,14.784180444,27.8,72.100794088,17.500638576,15.394270294,56.144940443,2.6486977441,9.3,24.440511532,12.180023423,1.773464949,10.2,7.8,34.178484906,17.470659303,61375,76.796906611,73.780133135,81244,21.890847324,19.043867855,2.046920388,0.9096056324,7.3408497858,50.796366501,59.332494693
Rockland,4872,69,New York,17.251215541,12.165288495,23.2,96.719465361,17.397160391,5.96700098,63.714802235,3.7336109028,23.2,15.684175309,26.903271405,6.3762116317,8.1,8.9,34.795696847,7.7233210172,88960,2018.1001602,68.677566122,325695,28.158860283,15.691674726,11.402999739,6.2905479052,18.065674941,50.942753189,0.7173863523
Rockwall,11,0,Texas,13.494273966,12.767917298,24.9,90.16811979,21.325377182,13.423680121,76.291768869,3.2196365955,6.9,16.692704265,12.283089486,1.9734603607,14.7,11.9,30.185418452,15.846280764,102858,171.959909,80.321653133,100657,26.972788778,12.51179749,6.4665149965,3.1453351481,18.010669899,50.584658792,16.035845131
Rogers,12,0,Oklahoma,17.280207093,17.769915311,31.5,54.258097923,13.958702365,13.53993535,63.390429581,3.310859082,12.5,26.467060343,11.230265118,2.7256478999,12.7,12.5,33.365781979,15.855977764,61849,32.568676058,78.201555788,91984,23.349712994,16.395242651,1.1154113759,1.489389459,4.8780222647,50.142416072,50.295149876
Routt,28,0,Colorado,10.959992734,14.35470545,15.6,86.379684376,22.889485761,8.4615744422,77.173913043,2.6992209067,7.3,18.251033283,19.130895601,2.1197668256,3.2,11.3,25.752917892,9.3153625954,81033,117.40855737,70.445979899,25733,18.101270742,15.443205223,0.8665915362,0.920996386,7.0259977461,47.930672677,45.178442299
Rowan,44,1,North Carolina,18.166850161,17.125582841,37.5,79.28453781,16.10733421,13.771683492,56.198642372,3.916381604,25.2,37.698540287,14.896511515,2.5847828199,14,14.3,31.613731461,17.342636834,46864,98.306763871,69.067513049,141262,22.233155413,17.577267772,16.125355722,1.2671489856,9.2006342824,50.63782192,38.82234808
Rush,10,1,Indiana,18.560427485,21.353093057,29.7,44.439972401,15.979399821,10.311038527,45.381953686,2.8767426422,15.8,26.86965812,10.378057821,0.3558191253,11.6,13.3,34.341555741,11.392663738,53271,80.248884297,71.345724907,16663,22.739002581,18.340034808,0.9722138871,0.3840844986,1.7403828842,50.651143252,61.160303588
Rusk,11,0,Texas,21.275809968,16.745604024,38.8,41.078192387,18.740169662,20.464151039,48.390983839,4.0949049157,20.8,29.439868204,13.009272267,2.5849957853,15.5,18.2,29.836346806,24.870089756,49788,48.454819835,76.653674833,54450,22.242424242,16.578512397,17.16620753,0.7327823691,17.283746556,46.073461892,65.872867054
Rutherford,12,0,North Carolina,18.822772262,19.415269925,28.5,56.882465713,15.714870045,13.597860009,54.120498615,5.0733125985,28.3,36.82111522,14.590411476,2.7935069838,13.2,15.6,32.861961461,16.709558824,42831,30.141075041,71.311444297,66826,20.629695029,21.579923982,9.6130248706,0.7063119145,4.562595397,51.76727621,61.041144374
Rutherford,140,3,Tennessee,17.005739903,18.863190384,35.9,75.56967906,15.99353435,9.4543284685,68.68630951,2.6883089688,11.8,29.889551492,14.286404017,2.5444186945,10.8,11.3,37.316112993,11.598587503,64170,137.21205347,65.473014945,324890,24.654498446,10.454615408,15.389516452,3.5273477177,8.4511680877,50.77841731,17.021446741
